,id,name,host_id,host_name,hosts_time_as_user_years,hosts_time_as_host_years,host_location,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,reviews_per_month
6692,594103327704458757,Ola Living Merce Aire 2,33278356,Ola,11.0,8.0,"Barcelona, Spain",f,77.0,t,t,el Barri Gòtic,Ciutat Vella,41.37796,2.18038,Entire rental unit,Entire home/apt,5,2.0,4.0,4.0,"[""Hot water kettle"", ""Dryer"", ""Freezer"", ""Oven"", ""Crib"", ""Dishes and silverware"", ""Heating"", ""Stove"", ""Bed linens"", ""Dishwasher"", ""Kitchen"", ""Patio or balcony"", ""Hair dryer"", ""TV"", ""Toaster"", ""Bathtub"", ""Microwave"", ""Elevator"", ""Wifi"", ""Coffee maker"", ""Smart lock"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""High chair"", ""Iron"", ""Self check-in"", ""Essentials"", ""Noise decibel monitors on property""]",323.1,1.0,1125.0,1125.0,3.1,482.8,2,3,8,227,174,23,2,32,138,44588.0,2022-04-28,2026-06-16,4.43,4.6,4.55,4.06,4.28,4.87,4.36,Barcelona - Regional registration number<br />HUTB-000075<br /><br />Spain - National registration number<br />ESFCTU0000081190001741600000000000000000HUTB000075870,73,3.43
6693,594547252026319297,Blanc Guest House- Individual interior con baño,385460765,Blanc,5.0,5.0,"Barcelona, Spain",t,6.0,t,t,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.396523,2.150951,Private room in hostel,Private room,1,1.0,1.0,1.0,"[""Wifi"", ""Air conditioning"", ""Hangers"", ""Iron"", ""Hair dryer"", ""TV"", ""Breakfast"", ""Self check-in"", ""Keypad"", ""Exterior security cameras on property"", ""Essentials"", ""Fire extinguisher"", ""Smoke alarm"", ""Heating""]",109.0,1.0,365.0,365.0,1.1,365.0,11,39,60,139,6,0,0,1,0,0.0,2022-05-08,2025-02-28,4.67,4.67,5.0,5.0,5.0,4.83,4.83,Barcelona - Regional registration number<br />HB-004388<br /><br />Spain - National registration number<br />Exempt - hostel,6,0.12
6694,594547708296997920,Blanc Guest House- Doble interior baño privado,385460765,Blanc,5.0,5.0,"Barcelona, Spain",t,6.0,t,t,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.396523,2.150951,Private room in hostel,Private room,2,1.0,1.0,1.0,"[""Wifi"", ""Air conditioning"", ""Hangers"", ""Iron"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Breakfast"", ""Paid crib - available upon request"", ""Self check-in"", ""Exterior security cameras on property"", ""Keypad"", ""Essentials"", ""Fire extinguisher"", ""Smoke alarm"", ""Heating""]",151.0,1.0,365.0,365.0,1.1,365.0,3,18,37,95,1,0,0,0,0,0.0,2023-08-17,2023-08-17,4.0,4.0,5.0,5.0,5.0,5.0,4.0,Barcelona - Regional registration number<br />HB-004388<br /><br />Spain - National registration number<br />Exempt - hostel,6,0.03
6695,594561548210851021,Blanc Guest House Individual baño compartido,385460765,Blanc,5.0,5.0,"Barcelona, Spain",t,6.0,t,t,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.396523,2.150951,Private room in hostel,Private room,1,1.0,1.0,1.0,"[""Wifi"", ""Air conditioning"", ""Hangers"", ""Iron"", ""Hair dryer"", ""TV"", ""Breakfast"", ""Self check-in"", ""Keypad"", ""Exterior security cameras on property"", ""Essentials"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Smoke alarm"", ""Heating""]",87.0,1.0,365.0,365.0,1.1,365.0,11,41,67,160,10,1,0,0,6,522.0,2022-06-06,2026-05-03,4.5,4.8,5.0,5.0,4.8,4.7,4.4,Barcelona - Regional registration number<br />HB-004388<br /><br />Spain - National registration number<br />Exempt - hostel,6,0.2
6696,594563088166163172,Blanc Guest House- Doble interior baño compartido,385460765,Blanc,5.0,5.0,"Barcelona, Spain",t,6.0,t,t,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.396523,2.150951,Private room in hostel,Private room,2,1.0,1.0,1.0,"[""Wifi"", ""Air conditioning"", ""Hangers"", ""Iron"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Breakfast"", ""Paid crib - available upon request"", ""Self check-in"", ""Exterior security cameras on property"", ""Keypad"", ""Essentials"", ""Fire extinguisher"", ""Smoke alarm"", ""Heating""]",109.0,1.0,365.0,365.0,1.1,365.0,5,16,29,80,2,0,0,0,0,0.0,2022-05-22,2022-06-29,4.5,4.5,5.0,5.0,5.0,4.5,4.0,Barcelona - Regional registration number<br />HB-004388<br /><br />Spain - National registration number<br />Exempt - hostel,6,0.04
6697,594738566931110712,Nice double room with Private bathroom,254922474,Liliana,7.0,7.0,No especificado,f,3.0,t,t,el Raval,Ciutat Vella,41.38361,2.16497,Private room in rental unit,Private room,2,1.0,2.0,2.0,"[""Wifi"", ""Hangers"", ""Hair dryer"", ""Shampoo"", ""Dedicated workspace"", ""Smoke alarm""]",602.5,20.0,30.0,30.0,20.0,30.0,30,60,90,270,0,0,0,0,0,0.0,Sin reseñas,Sin reseñas,4.73,4.78,4.76,4.85,4.86,4.85,4.57,Barcelona - Regional registration number<br />HUTB-004007,2,0.0
6698,594993582785131440,Rooftop studio with private terrace Born,1709128,Denis,14.0,7.0,"Barcelona, Spain",f,6.0,t,t,el Barri Gòtic,Ciutat Vella,41.38436051716221,2.1776830836401704,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Private patio or balcony"", ""Refrigerator"", ""Air conditioning"", ""Kitchen"", ""Coffee maker"", ""Private backyard \u2013 Fully fenced"", ""Dishes and silverware"", ""Cooking basics"", ""Dedicated workspace"", ""Outdoor dining area"", ""City skyline view"", ""Outdoor furniture"", ""Washer"", ""Heating""]",60.13,32.0,365.0,365.0,32.0,365.0,0,29,59,334,9,1,0,1,64,3848.0,2023-12-07,2026-05-15,4.22,4.56,3.56,4.56,4.56,4.78,4.22,Spain - National registration number<br />Exempt - tourist apartment<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,6,0.29
6699,596377715892032374,NEW COSY APARTMENT -SAGRADA FAMILIA,452221280,Xiaohong,4.0,4.0,No especificado,t,1.0,t,t,la Sagrada Família,Eixample,41.40171,2.17812,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,"[""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Coffee maker: Nespresso"", ""Freezer"", ""Heating - split type ductless system"", ""Dishes and silverware"", ""Coffee"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Patio or balcony"", ""Hair dryer"", ""TV"", ""Toaster"", ""Paid parking lot off premises"", ""Microwave"", ""Elevator"", ""Wifi"", ""Shampoo"", ""Wine glasses"", ""Cooking basics"", ""Fire extinguisher"", ""Body soap"", ""Washer"", ""Hot water"", ""Refrigerator"", ""Air conditioning"", ""Iron""]",209.98,1.0,365.0,365.0,2.0,365.0,9,30,60,229,280,69,2,75,255,53545.0,2022-05-16,2026-06-19,4.82,4.88,4.85,4.88,4.87,4.85,4.68,Spain - National registration number<br />ESFCTU00000807300031739500000000000000000HUTB-0107547<br /><br />Barcelona - Regional registration number<br />HUTB-010754,1,5.59
6700,596379975276753528,"PLAYA BARCELONETA,ASCENSOR,A/C,BALCÓN,LUMINOSO, L3",6274273,Eric,13.0,13.0,"Barcelona, Spain",f,8.0,t,t,la Barceloneta,Ciutat Vella,41.37807,2.18998,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,"[""Oven"", ""Refrigerator"", ""Kitchen"", ""Microwave"", ""Essentials"", ""FAGOR electric stove"", ""Private patio or balcony"", ""Hot water kettle"", ""Paid parking lot off premises"", ""Iron"", ""Clothing storage: closet"", ""Portable heater"", ""Laundromat nearby"", ""Wifi"", ""Elevator"", ""Ethernet connection"", ""Long term stays allowed"", ""Heating - split type ductless system"", ""Freezer"", ""Hot water"", ""Toaster"", ""Free washer \u2013 In unit"", ""Cooking basics"", ""Free street parking"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Shared beach access \u2013 Beachfront"", ""Bed linens"", ""32 inch HDTV with standard cable"", ""Hangers"", ""Waterfront"", ""Safe"", ""Coffee maker: drip coffee maker"", ""AC - split type ductless system"", ""Dining table"", ""Extra pillows and blankets"", ""Room-darkening shades""]",65.14,35.0,1125.0,1125.0,35.0,1125.0,30,60,90,365,0,0,0,0,0,0.0,Sin reseñas,Sin reseñas,4.73,4.78,4.76,4.85,4.86,4.85,4.57,Sin licencia registrada,3,0.0
6701,596441359341486631,"SANTS AREA , ASCENSOR, BALCON,LUMINOSO,METRO L1 L5",6274273,Eric,13.0,13.0,"Barcelona, Spain",f,8.0,t,t,Sants,Sants-Montjuïc,41.37423,2.13251,Entire rental unit,Entire home/apt,4,1.0,3.0,2.0,"[""Portable fans"", ""Refrigerator"", ""Kitchen"", ""Microwave"", ""Essentials"", ""Private patio or balcony"", ""Iron"", ""Clothing storage: closet"", ""Portable heater"", ""Wifi"", ""Stove"", ""Elevator"", ""Ethernet connection"", ""Long term stays allowed"", ""Freezer"", ""Blender"", ""Hot water"", ""Toaster"", ""Free washer \u2013 In unit"", ""Cooking basics"", ""40 inch HDTV with standard cable"", ""Free street parking"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Bed linens"", ""Hangers"", ""Coffee maker: drip coffee maker"", ""City skyline view"", ""Dining table"", ""Extra pillows and blankets"", ""Room-darkening shades""]",62.46,35.0,1125.0,1125.0,35.0,1125.0,0,1,31,306,2,0,0,0,0,0.0,2023-03-06,2023-06-19,4.0,4.0,4.0,4.5,4.5,5.0,3.5,Sin licencia registrada,3,0.05
6702,596462985209469028,"ÁTICO - PLAZA CATALUÑA, GRAN TERRAZA, ASCENSOR,A/C",6274273,Eric,13.0,13.0,"Barcelona, Spain",f,8.0,t,t,el Raval,Ciutat Vella,41.3784,2.17136,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"[""Central heating"", ""Outdoor furniture"", ""Dedicated workspace"", ""Refrigerator"", ""Kitchen"", ""Microwave"", ""Essentials"", ""Private patio or balcony"", ""Hair dryer"", ""Hot water kettle"", ""Iron"", ""Clothing storage: closet"", ""Outdoor shower"", ""Laundromat nearby"", ""Wifi"", ""Bathtub"", ""Elevator"", ""Ethernet connection"", ""Long term stays allowed"", ""Freezer"", ""Hot water"", ""Toaster"", ""Free washer \u2013 In unit"", ""Cooking basics"", ""Free street parking"", ""Bosch induction stove"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Bed linens"", ""32 inch HDTV with standard cable"", ""Hangers"", ""Safe"", ""Coffee maker: drip coffee maker"", ""AC - split type ductless system"", ""City skyline view"", ""Dining table"", ""Paid parking garage off premises"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Room-darkening shades""]",77.8,35.0,1125.0,1125.0,35.0,1125.0,30,60,90,365,0,0,0,0,0,0.0,Sin reseñas,Sin reseñas,4.73,4.78,4.76,4.85,4.86,4.85,4.57,Sin licencia registrada,3,0.0
6703,596849213151903394,Precioso Loft en el Born de Barcelona,130390958,Silvia,9.0,7.0,No especificado,t,1.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38972,2.17788,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,"[""Hot water kettle"", ""Freezer"", ""Oven"", ""Heating - split type ductless system"", ""Dishes and silverware"", ""Paid parking garage off premises"", ""Smoke alarm"", ""Laundromat nearby"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Coffee maker: drip coffee maker, Nespresso"", ""Microwave"", ""Elevator"", ""Drying rack for clothing"", ""Wifi"", ""Shared beach access"", ""Wine glasses"", ""Baking sheet"", ""Cooking basics"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Clothing storage: closet"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""Pocket wifi"", ""Essentials"", ""Extra pillows and blankets""]",68.16,31.0,365.0,365.0,31.0,365.0,2,2,2,265,12,4,1,3,248,16904.0,2023-05-12,2026-05-31,4.92,5.0,4.92,5.0,4.92,4.83,4.92,Spain - National registration number<br />ESFCNT00000805400053002100000000000000000000000000007<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,1,0.32
6704,597041918720211075,Confortable apartamento cerca del Parc Güell,452550701,Rosa Maria,4.0,4.0,No especificado,t,1.0,t,t,el Baix Guinardó,Horta-Guinardó,41.41403,2.16258,Entire condo,Entire home/apt,3,1.0,2.0,3.0,"[""AC - split type ductless system"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Pets allowed"", ""Central heating"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""Microwave"", ""Drying rack for clothing"", ""Wifi"", ""Coffee maker"", ""Wine glasses"", ""Cooking basics"", ""Hot water"", ""Refrigerator"", ""Clothing storage: closet"", ""Iron"", ""HDTV"", ""Safe"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Essentials""]",71.84,32.0,185.0,185.0,32.0,185.0,8,15,15,177,19,5,1,2,255,18319.0,2022-07-27,2026-06-09,4.89,4.89,4.95,4.89,4.89,4.79,4.89,Spain - National registration number<br />ESFCNT00000805800026832800000000000000000000000000009<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,1,0.4
6705,597147154635441366,Luxury Apartment Near Beach & CCIB Barcelona,447035400,Rabie,4.0,1.0,"Barcelona, Spain",t,1.0,t,t,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,41.40547,2.21513,Entire rental unit,Entire home/apt,4,1.0,2.0,7.0,"[""Hot water kettle"", ""Coffee maker: Nespresso"", ""Private entrance"", ""Dryer"", ""Oven"", ""Garden view"", ""Smoke alarm"", ""Heating"", ""Laundromat nearby"", ""Dining table"", ""Bed linens"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Pool view"", ""Exterior security cameras on property"", ""Bathtub"", ""Crib - always at the listing"", ""Microwave"", ""Drying rack for clothing"", ""Elevator"", ""Wifi"", ""Outdoor shower"", ""Wine glasses"", ""Hot water"", ""Body soap"", ""Washer"", ""Fire extinguisher"", ""Air conditioning"", ""Host greets you"", ""Iron"", ""Paid parking garage on premises"", ""Beach access"", ""Conditioner"", ""Bidet""]",491.0,1.0,365.0,365.0,1.0,365.0,10,27,32,117,28,26,2,16,156,76596.0,2025-02-02,2026-06-22,4.93,4.89,4.79,4.96,4.93,4.89,4.79,Barcelona - Regional registration number<br />HUTB-005732<br /><br />Spain - National registration number<br />Exempt - tourist apartment,1,1.65
6706,597645161570284505,Amder - 3 bedrooms apartment in Gràcia,346367515,Ukio,6.0,6.0,"Barcelona, Spain",f,1042.0,t,t,la Vila de Gràcia,Gràcia,41.40365437524569,2.153228905296171,Entire rental unit,Entire home/apt,5,1.0,3.0,2.0,"[""Oven"", ""Dedicated workspace"", ""Refrigerator"", ""Kitchen"", ""Microwave"", ""Washer"", ""Essentials"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Hot water kettle"", ""Iron"", ""Wifi"", ""Stove"", ""Heating"", ""Smoke alarm"", ""Long term stays allowed"", ""Pets allowed"", ""Hot water"", ""Cooking basics"", ""Dishes and silverware"", ""First aid kit"", ""Carbon monoxide alarm"", ""Bed linens"", ""Air conditioning"", ""Hangers"", ""Dishwasher""]",177.67,31.0,125.0,125.0,31.0,125.0,0,0,0,0,1,0,0,0,0,0.0,2023-06-27,2023-06-27,5.0,5.0,4.0,5.0,5.0,4.0,5.0,Spain - National registration number<br />ESHFNT00000806600002785200100000000000000000000000001,588,0.03
6707,598179591035252951,Amazing penthouse w/ 2 bedrooms in Eixample,3073594,Julien,13.0,13.0,"Barcelona, Spain",t,16.0,t,t,la Dreta de l'Eixample,Eixample,41.39314,2.17129,Entire rental unit,Entire home/apt,3,1.0,2.0,3.0,"[""Private patio or balcony"", ""Hot water kettle"", ""HDTV with Netflix"", ""Oven"", ""Paid parking garage off premises"", ""Dishes and silverware"", ""Pets allowed"", ""Smoke alarm"", ""Heating"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""Outdoor dining area"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Microwave"", ""Elevator"", ""Wifi"", ""Coffee maker"", ""Outdoor shower"", ""Ethernet connection"", ""Wine glasses"", ""Cooking basics"", ""BBQ grill"", ""Hot water"", ""Washer"", ""Mountain view"", ""Refrigerator"", ""Air conditioning"", ""Iron"", ""Outdoor furniture""]",194.0,2.0,300.0,300.0,5.0,300.0,3,3,11,11,2,0,0,1,0,0.0,2022-12-03,2025-04-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Sin licencia registrada,14,0.05
6708,598210258384760217,Modern apartment close to the Camp Nou Stadium,71615,Maria Y Mireia Barcelona4Seasons,16.0,15.0,"Barcelona, Spain",f,31.0,t,t,la Maternitat i Sant Ramon,Les Corts,41.38405,2.12758,Entire rental unit,Entire home/apt,7,2.0,4.0,5.0,"[""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Central air conditioning"", ""Freezer"", ""Oven"", ""Crib"", ""Dishes and silverware"", ""Trash compactor"", ""Heating"", ""Stove"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""Toaster"", ""Microwave"", ""Elevator"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Ethernet connection"", ""Wine glasses"", ""Cooking basics"", ""Smart lock"", ""City skyline view"", ""Body soap"", ""Hot water"", ""Refrigerator"", ""High chair"", ""Iron"", ""Room-darkening shades"", ""30 inch TV"", ""Self check-in"", ""Essentials"", ""Outdoor furniture""]",248.5,2.0,999.0,999.0,3.0,999.0,15,45,71,135,115,26,1,22,156,38766.0,2022-05-25,2026-06-01,4.54,4.64,4.59,4.41,4.57,4.68,4.39,Spain - National registration number<br />ESFCTU000008060000016472000000000000000HUTB-004733948<br /><br />Barcelona - Regional registration number<br />HUTB-004733,20,2.31
6709,598279996217567217,Ella Hostel Ramblas habitación triple superior,8001113,Ella,12.0,11.0,"Barcelona, Spain",f,16.0,t,t,el Raval,Ciutat Vella,41.38417,2.17076,Private room in hostel,Private room,3,1.0,1.0,2.0,"[""Hot water kettle"", ""Coffee maker: Nespresso"", ""45 inch HDTV"", ""Central air conditioning"", ""Freezer"", ""Dishes and silverware"", ""First aid kit"", ""Central heating"", ""Smoke alarm"", ""Bed linens"", ""Hangers"", ""Patio or balcony"", ""Hair dryer"", ""Paid dryer \u2013 In unit"", ""Portable fans"", ""Outdoor dining area"", ""Cleaning available during stay"", ""Kitchenette"", ""Microwave"", ""Elevator"", ""Clothing storage"", ""Wifi"", ""Shampoo"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Body soap"", ""Hot water"", ""Long term stays allowed"", ""Refrigerator"", ""Shower gel"", ""Iron"", ""Room-darkening shades"", ""Self check-in"", ""Keypad"", ""Essentials"", ""Paid washer \u2013 In unit""]",148.0,1.0,99.0,99.0,1.7,30.0,7,28,58,149,63,15,2,5,90,13320.0,2022-06-27,2026-06-22,4.6,4.71,4.78,4.84,4.84,4.86,4.54,Barcelona - Regional registration number<br />HB-003827<br /><br />Spain - National registration number<br />Exempt - hostel,16,1.29
6710,598289001750566068,EllaHostel Ramblas habitación individual con ducha,8001113,Ella,12.0,11.0,"Barcelona, Spain",f,16.0,t,t,el Raval,Ciutat Vella,41.38402,2.16907,Private room in hostel,Private room,1,1.0,1.0,1.0,"[""Hot water kettle"", ""Freezer"", ""Dishes and silverware"", ""First aid kit"", ""Central heating"", ""Smoke alarm"", ""Bed linens"", ""Hangers"", ""Hair dryer"", ""Paid dryer \u2013 In unit"", ""Outdoor dining area"", ""Cleaning available during stay"", ""Kitchenette"", ""Microwave"", ""Elevator"", ""Wifi"", ""Shampoo"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Body soap"", ""Hot water"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Shower gel"", ""Iron"", ""Room-darkening shades"", ""Self check-in"", ""Keypad"", ""Essentials"", ""Paid washer \u2013 In unit""]",131.0,1.0,99.0,99.0,1.6,30.0,5,14,21,107,123,33,6,18,198,25938.0,2022-06-06,2026-06-23,4.76,4.83,4.89,4.85,4.93,4.87,4.56,Barcelona - Regional registration number<br />HB-003827<br /><br />Spain - National registration number<br />Exempt - hostel,16,2.49
6711,598303149863205503,Ella Hostel Ramblas habitación doble baño privado,8001113,Ella,12.0,11.0,"Barcelona, Spain",f,16.0,t,t,el Raval,Ciutat Vella,41.38395,2.16931,Private room in hostel,Private room,2,1.0,1.0,1.0,"[""Hot water kettle"", ""Central air conditioning"", ""Freezer"", ""Dishes and silverware"", ""First aid kit"", ""Central heating"", ""Smoke alarm"", ""Paid dryer \u2013 In building"", ""Bed linens"", ""Hangers"", ""40 inch TV"", ""Hair dryer"", ""Portable fans"", ""Cleaning available during stay"", ""Kitchenette"", ""Microwave"", ""Elevator"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Body soap"", ""Hot water"", ""Long term stays allowed"", ""Shower gel"", ""Iron"", ""Room-darkening shades"", ""Self check-in"", ""Keypad"", ""Essentials"", ""Paid washer \u2013 In unit""]",164.0,1.0,99.0,99.0,1.6,29.9,5,25,46,140,146,51,7,21,255,41820.0,2022-06-05,2026-06-21,4.6,4.65,4.78,4.85,4.86,4.9,4.45,Barcelona - Regional registration number<br />HB-003827<br /><br />Spain - National registration number<br />Exempt - hostel,16,2.96
6712,598322525912268153,Nice flat in Barcelona,443056621,Ag,4.0,4.0,"Barcelona, Spain",f,47.0,t,t,la Verneda i la Pau,Sant Martí,41.42445,2.2086,Entire rental unit,Entire home/apt,5,1.0,3.0,2.0,"[""Stove"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Hot water kettle"", ""Microwave"", ""Elevator"", ""Hair dryer"", ""Iron"", ""HDTV"", ""Portable air conditioning"", ""Dishes and silverware"", ""Wine glasses"", ""Essentials"", ""Hot water"", ""Washer""]",168.33,2.0,1125.0,1125.0,4.0,1125.0,13,43,73,81,133,31,1,34,186,31309.0,2022-07-04,2026-06-09,4.53,4.63,4.48,4.74,4.82,4.5,4.32,Barcelona - Regional registration number<br />HUTB012670,10,2.75
6713,598352755393860082,Ella Hostel Ramblas habitación doble superior,8001113,Ella,12.0,11.0,"Barcelona, Spain",f,16.0,t,t,el Raval,Ciutat Vella,41.38368,2.17066,Private room in hostel,Private room,2,1.0,1.0,1.0,"[""Private patio or balcony"", ""Hot water kettle"", ""Central air conditioning"", ""Freezer"", ""First aid kit"", ""Central heating"", ""Smoke alarm"", ""Bed linens"", ""Hangers"", ""Hair dryer"", ""Paid dryer \u2013 In unit"", ""Outdoor dining area"", ""Cleaning available during stay"", ""Microwave"", ""40 inch HDTV with standard cable"", ""Elevator"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Body soap"", ""Hot water"", ""Long term stays allowed"", ""Refrigerator"", ""Shower gel"", ""Clothing storage: closet"", ""Iron"", ""Room-darkening shades"", ""Self check-in"", ""Keypad"", ""Essentials"", ""Mini fridge"", ""Paid washer \u2013 In unit""]",136.0,1.0,99.0,99.0,1.7,29.9,6,23,47,129,49,18,4,5,108,14688.0,2022-06-09,2026-06-17,4.69,4.8,4.76,4.92,4.96,4.9,4.45,Barcelona - Regional registration number<br />HB-003827<br /><br />Spain - National registration number<br />Exempt - hostel,16,0.99
6714,598356191171066552,Ella Hostel Ramblas habitación doble con ducha,8001113,Ella,12.0,11.0,"Barcelona, Spain",f,16.0,t,t,el Barri Gòtic,Ciutat Vella,41.38525,2.17061,Private room in hostel,Private room,2,1.0,1.0,1.0,"[""Hot water kettle"", ""Central air conditioning"", ""Freezer"", ""Dishes and silverware"", ""First aid kit"", ""Central heating"", ""Smoke alarm"", ""Bed linens"", ""Hangers"", ""Hair dryer"", ""Paid dryer \u2013 In unit"", ""TV"", ""Cleaning available during stay"", ""Kitchenette"", ""Microwave"", ""Elevator"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Body soap"", ""Hot water"", ""Long term stays allowed"", ""Shower gel"", ""Iron"", ""Room-darkening shades"", ""Self check-in"", ""Keypad"", ""Essentials"", ""Paid washer \u2013 In unit""]",131.4,1.0,99.0,99.0,1.7,29.9,2,8,21,104,133,31,5,16,186,24440.0,2022-06-02,2026-06-17,4.63,4.63,4.77,4.88,4.86,4.95,4.47,Barcelona - Regional registration number<br />HB-003827<br /><br />Spain - National registration number<br />Exempt - hostel,16,2.69
6715,598359787271622681,Ella Hostel Ramblas habitación twin con ducha,8001113,Ella,12.0,11.0,"Barcelona, Spain",f,16.0,t,t,el Raval,Ciutat Vella,41.38391,2.16902,Private room in hostel,Private room,2,1.0,1.0,2.0,"[""Hot water kettle"", ""Central air conditioning"", ""Freezer"", ""Dishes and silverware"", ""First aid kit"", ""Central heating"", ""Smoke alarm"", ""Bed linens"", ""Hangers"", ""Patio or balcony"", ""Hair dryer"", ""Paid dryer \u2013 In unit"", ""Portable fans"", ""Outdoor dining area"", ""Cleaning available during stay"", ""Kitchenette"", ""Microwave"", ""Elevator"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Fire extinguisher"", ""Body soap"", ""Hot water"", ""Long term stays allowed"", ""Refrigerator"", ""Shower gel"", ""Iron"", ""Room-darkening shades"", ""Self check-in"", ""Keypad"", ""Essentials"", ""Paid washer \u2013 In unit""]",99.0,1.0,99.0,99.0,1.7,29.9,6,30,52,141,19,11,2,2,66,6534.0,2022-06-02,2026-06-13,4.74,4.79,4.95,4.89,4.89,4.95,4.53,Barcelona - Regional registration number<br />HB-003827<br /><br />Spain - National registration number<br />Exempt - hostel,16,0.38
6716,598468673580025173,Bright two-bedroom apartment in Maragall,157746231,Natalia Stay Barcelona Apartments,8.0,8.0,"Catalonia, Spain",f,19.0,t,t,el Congrés i els Indians,Sant Andreu,41.42007,2.18092,Entire rental unit,Entire home/apt,7,1.0,2.0,4.0,"[""Hot water kettle"", ""Oven"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Heating"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Bathtub"", ""Microwave"", ""Wifi"", ""Shampoo"", ""Cooking basics"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Shower gel"", ""Clothing storage: closet"", ""Iron"", ""Essentials"", ""Bidet""]",182.67,1.0,300.0,300.0,3.1,300.0,30,60,90,365,37,6,0,6,36,6576.0,2022-04-26,2026-04-01,4.35,4.49,4.57,4.46,4.38,4.41,4.14,Barcelona - Regional registration number<br />HUTB-011636<br /><br />Spain - National registration number<br />ESFCTU00000805800031837500000000000000000HUTB-0116367,17,0.73
